ID	type	label	popup	size	URL	description	short_name	Nsequences	Nfamilies	cdd_code
scop_47615	scop	a.45	a.45 GST C-terminal domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47615	GST C-terminal domain-like			2	
scop_54712	scop	d.43	d.43 EF-Ts domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54712	EF-Ts domain-like			2	
scop_52832	scop	c.47	c.47 Thioredoxin fold	79.3633	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52832	Thioredoxin fold			24	
scop_49598	scop	b.8	b.8 TRAF domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=49598	TRAF domain-like			2	
scop_48064	scop	a.87	a.87 DBL homology domain (DH-domain)	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48064	DBL homology domain (DH-domain)			1	
scop_54210	scop	d.14	d.14 Ribosomal protein S5 domain 2-like	70.7780	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54210	Ribosomal protein S5 domain 2-like			12	
scop_69571	scop	c.111	c.111 Activating enzymes of the ubiquitin-like proteins	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=69571	Activating enzymes of the ubiquitin-like proteins			2	
scop_50629	scop	b.50	b.50 Acid proteases	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50629	Acid proteases			3	
scop_69064	scop	a.149	a.149 RNase III domain-like	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=69064	RNase III domain-like			2	
scop_53705	scop	c.81	c.81 Formate dehydrogenase/DMSO reductase, domains 1-3	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53705	Formate dehydrogenase/DMSO reductase, domains 1-3			1	
scop_53327	scop	c.65	c.65 Formyltransferase	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53327	Formyltransferase			1	
scop_52171	scop	c.23	c.23 Flavodoxin-like	87.9486	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=52171	Flavodoxin-like			48	
scop_55247	scop	d.74	d.74 DCoH-like	64.1020	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=55247	DCoH-like			7	
scop_50128	scop	b.35	b.35 GroES-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50128	GroES-like			3	
scop_81877	scop	a.171	a.171 BRCA2 tower domain	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=81877	BRCA2 tower domain			1	
scop_47575	scop	a.40	a.40 CH domain-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47575	CH domain-like			3	
scop_51160	scop	b.81	b.81 Single-stranded left-handed beta-helix	69.7003	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51160	Single-stranded left-handed beta-helix			11	
scop_54235	scop	d.15	d.15 beta-Grasp (ubiquitin-like)	80.8222	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54235	beta-Grasp (ubiquitin-like)			27	
scop_46556	scop	a.2	a.2 Long alpha-hairpin	79.8689	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=46556	Long alpha-hairpin			25	
scop_50938	scop	b.68	b.68 6-bladed beta-propeller	72.6873	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50938	6-bladed beta-propeller			14	
scop_54751	scop	d.48	d.48 Anti-LPS factor/recA domain	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=54751	Anti-LPS factor/recA domain			2	
scop_56800	scop	e.23	e.23 Acetyl-CoA synthetase-like	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56800	Acetyl-CoA synthetase-like			1	
scop_64483	scop	e.29	e.29 beta and beta-prime subunits of DNA dependent RNA-polymerase	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=64483	beta and beta-prime subunits of DNA dependent RNA-polymerase			2	
scop_48612	scop	a.132	a.132 Heme oxygenase-like	57.1706	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48612	Heme oxygenase-like			4	
scop_53222	scop	c.58	c.58 Aminoacid dehydrogenase-like, N-terminal domain	59.9345	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53222	Aminoacid dehydrogenase-like, N-terminal domain			5	
scop_56316	scop	d.160	d.160 Carbon-nitrogen hydrolase	48.5853	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56316	Carbon-nitrogen hydrolase			2	
scop_48618	scop	a.133	a.133 Phospholipase A2, PLA2	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48618	Phospholipase A2, PLA2			3	
scop_56299	scop	d.159	d.159 Metallo-dependent phosphatases	70.7780	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56299	Metallo-dependent phosphatases			12	
scop_51181	scop	b.82	b.82 Double-stranded beta-helix	87.1492	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=51181	Double-stranded beta-helix			45	
scop_48112	scop	a.93	a.93 Heme-dependent peroxidases	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=48112	Heme-dependent peroxidases			3	
scop_56820	scop	e.26	e.26 Prismane protein-like	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56820	Prismane protein-like			3	
scop_47094	scop	a.21	a.21 HMG-box	40.0000	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=47094	HMG-box			1	
scop_57849	scop	g.44	g.44 RING/U-box	62.1927	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=57849	RING/U-box			6	
scop_53755	scop	c.87	c.87 UDP-Glycosyltransferase/glycogen phosphorylase	69.7003	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=53755	UDP-Glycosyltransferase/glycogen phosphorylase			11	
scop_50684	scop	b.52	b.52 Double psi beta-barrel	64.1020	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=50684	Double psi beta-barrel			7	
scop_56746	scop	d.264	d.264 Prim-pol domain	53.6074	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=56746	Prim-pol domain			3	
scop_100949	scop	c.124	c.124 NagB/RpiA/CoA transferase-like	65.7559	http://scop.mrc-lmb.cam.ac.uk/scop/search.cgi?ver=1.75&key=100949	NagB/RpiA/CoA transferase-like			8	
profile_0	profile	0	DxDxxGxxxxxE	30.0	http://neksa.net/EF/profile/0.html	binding_Ca_Zn; PDOC00018; PS00018; 1				
profile_1	profile	1	QKKTFTxWxNxHL	30.0	http://neksa.net/EF/profile/1.html	binding_other; PDOC00019; PS00019; 1				
profile_2	profile	2	LVxIxxxDIxDGNxxLxLGLIWxIIL	30.0	http://neksa.net/EF/profile/2.html	binding_other; PDOC00019; PS00020; 1				
profile_3	profile	3	VxDEADxxxxxxF	30.0	http://neksa.net/EF/profile/3.html	binding_nucleo; PDOC00039; PS00039; 1				
profile_4	profile	4	GFGxFxxxxxxxRxGRNPxT	30.0	http://neksa.net/EF/profile/4.html	binding_nucleo; PDOC00044; PS00045; 1				
profile_5	profile	5	VxxxxxGEHGxxxxxxWSxxxxxG	30.0	http://neksa.net/EF/profile/5.html	catalytic_other; PDOC00062; PS00064; 1				
profile_6	profile	6	TxLDxxRA	30.0	http://neksa.net/EF/profile/6.html	catalytic_other; PDOC00066; PS00068; 1				
profile_7	profile	7	FxExQIxRIDHxLGKxxVxxxxxxRFxN	30.0	http://neksa.net/EF/profile/7.html	catalytic_on_sugar; PDOC00067; PS00069; 1				
profile_8	profile	8	FxxxGQxC	30.0	http://neksa.net/EF/profile/8.html	catalytic_on_aldol_aldehyde; PDOC00068; PS00070; 1				
profile_9	profile	9	ASCTTxC	30.0	http://neksa.net/EF/profile/9.html	catalytic_on_aldol_aldehyde; PDOC00069; PS00071; 1				
profile_10	profile	10	TExxxGSxxxxxxTxA	30.0	http://neksa.net/EF/profile/10.html	CoA; PDOC00070; PS00072; 1				
profile_11	profile	11	QxxGGxGxxxExxxxxxxR	30.0	http://neksa.net/EF/profile/11.html	CoA; PDOC00070; PS00073; 1				
profile_12	profile	12	TxxxxxxDxxxGGxKG	30.0	http://neksa.net/EF/profile/12.html	catalytic_on_peptides; PDOC00071; PS00074; 1				
profile_13	profile	13	IGxxxxxPWxxxxxxxxFxxxT	30.0	http://neksa.net/EF/profile/13.html	catalytic_other; PDOC00072; PS00075; 1				
profile_14	profile	14	GGTCxNxGCxPxK	30.0	http://neksa.net/EF/profile/14.html	catalytic_on_nucleo; PDOC00073; PS00076; 1				
profile_15	profile	15	RxLxxxHPxxxLLxPHxxYTxxIN	30.0	http://neksa.net/EF/profile/15.html	binding_Fe_Cu; PDOC00077; PS00081; 1				
profile_16	profile	16	PxAxxxxVHHMxxxxCxxxxxT	30.0	http://neksa.net/EF/profile/16.html	binding_Fe_Cu; PDOC00080; PS00084; 1				
profile_17	profile	17	IxxFAxRxHTHxxxxxV	30.0	http://neksa.net/EF/profile/17.html	binding_Fe_Cu; PDOC00080; PS00085; 1				
profile_18	profile	18	FGxGxRxCxGxxxA	30.0	http://neksa.net/EF/profile/18.html	binding_heme; PDOC00081; PS00086; 1				
profile_19	profile	19	GxHxHxxGxxxxxxxxxG	30.0	http://neksa.net/EF/profile/19.html	binding_Fe_Cu; PDOC00082; PS00087; 1				
profile_20	profile	20	RRxIxxxWNxxxxxxMALxPCHxxxQFxV	30.0	http://neksa.net/EF/profile/20.html	catalytic_on_nucleo; PDOC00086; PS00091; 1				
profile_21	profile	21	IxKIExxxxxxxxxEI	30.0	http://neksa.net/EF/profile/21.html	catalytic_other; PDOC00101; PS00110; 1				
profile_22	profile	22	GYxxxCPxNLGTGxRAxVxxxxP	30.0	http://neksa.net/EF/profile/22.html	ATP; PDOC00103; PS00112; 1				
profile_23	profile	23	LDGxPRxxxQ	30.0	http://neksa.net/EF/profile/23.html	catalytic_on_nucleo; PDOC00104; PS00113; 1				
profile_24	profile	24	IFENRGAxxGxSxPHPHGQIxxxxF	30.0	http://neksa.net/EF/profile/24.html	catalytic_on_sugar; PDOC00108; PS00117; 1				
profile_25	profile	25	GxGxPxDxxDxCCxxHDxCY	30.0	http://neksa.net/EF/profile/25.html	catalytic_on_lipids; PDOC00109; PS00118; 1				
profile_26	profile	26	CxxxxCxCDxxAAxC	30.0	http://neksa.net/EF/profile/26.html	catalytic_on_lipids; PDOC00109; PS00119; 1				
profile_27	profile	27	GHSxG	30.0	http://neksa.net/EF/profile/27.html	catalytic_on_lipids; PDOC00110; PS00120; 1				
profile_28	profile	28	TxxxDxxVxDSAxTATAxxxxxK	30.0	http://neksa.net/EF/profile/28.html	catalytic_other; PDOC00113; PS00123; 1				
profile_29	profile	29	GKLRLxxExxPxAFxxExAGG	30.0	http://neksa.net/EF/profile/29.html	catalytic_on_sugar; PDOC00114; PS00124; 1				
profile_30	profile	30	AxxxHDxDHxGxxNxFxxxxxxxLA	30.0	http://neksa.net/EF/profile/30.html	catalytic_on_nucleo; PDOC00116; PS00126; 1				
profile_31	profile	31	PxxVKVVIxGQDPYPxxxxAxGL	30.0	http://neksa.net/EF/profile/31.html	catalytic_on_nucleo; PDOC00121; PS00130; 1				
profile_32	profile	32	PxxxxxxxxxxGESYAGxYxP	30.0	http://neksa.net/EF/profile/32.html	Serine_protease; PDOC00122; PS00131; 1				
profile_33	profile	33	HARE	30.0	http://neksa.net/EF/profile/33.html	binding_Ca_Zn; PDOC00123; PS00132; 1				
profile_34	profile	34	HxYSQxxxYPY	30.0	http://neksa.net/EF/profile/34.html	binding_Ca_Zn; PDOC00123; PS00133; 1				
profile_35	profile	35	GxGxxxxVxDxG	30.0	http://neksa.net/EF/profile/35.html	Serine_protease; PDOC00125; PS00136; 1				
profile_36	profile	36	HGTxVAG	30.0	http://neksa.net/EF/profile/36.html	Serine_protease; PDOC00125; PS00137; 1				
profile_37	profile	37	GTSxAxPxxxGxxA	30.0	http://neksa.net/EF/profile/37.html	Serine_protease; PDOC00125; PS00138; 1				
profile_38	profile	38	HExGH	30.0	http://neksa.net/EF/profile/38.html	binding_Ca_Zn; PDOC00129; PS00142; 1				
profile_39	profile	39	DDxxxTGxxxxxxxxxxxxxG	30.0	http://neksa.net/EF/profile/39.html	catalytic_on_peptides; PDOC00132; PS00144; 1				
profile_40	profile	40	FxxxSxxKxxxxxxxL	30.0	http://neksa.net/EF/profile/40.html	catalytic_other; PDOC00134; PS00146; 1				
profile_41	profile	41	PAIDxxxSxS	30.0	http://neksa.net/EF/profile/41.html	ATPASE_GTPASE; PDOC00137; PS00152; 1				
profile_42	profile	42	RxxTxELPPLPGGxxxxLxxxK	30.0	http://neksa.net/EF/profile/42.html	ATPASE_GTPASE; PDOC00138; PS00153; 1				
profile_44	profile	44	DxKxxDIxxT	30.0	http://neksa.net/EF/profile/44.html	catalytic_on_nucleo; PDOC00141; PS00156; 1				
profile_45	profile	45	GxDFxKxDE	30.0	http://neksa.net/EF/profile/45.html	catalytic_on_sugar; PDOC00142; PS00157; 1				
profile_46	profile	46	YxxQ	30.0	http://neksa.net/EF/profile/46.html	catalytic_on_sugar; PDOC00143; PS00158; 1				
profile_47	profile	47	LxLxRxxxxxGxxxxEVTxxSVHxGxAI	30.0	http://neksa.net/EF/profile/47.html	catalytic_on_aldol_aldehyde; PDOC00144; PS00159; 1				
profile_48	profile	48	GxxxLKxFPxxxS	30.0	http://neksa.net/EF/profile/48.html	catalytic_on_aldol_aldehyde; PDOC00144; PS00160; 1				
profile_49	profile	49	LxKxNQIGTLTE	30.0	http://neksa.net/EF/profile/49.html	catalytic_other; PDOC00148; PS00164; 1				
profile_50	profile	50	GxxVxxxxxxxxxExxKxxxxxxxxxxG	30.0	http://neksa.net/EF/profile/50.html	binding_lipids; PDOC00168; PS00189; 1				
profile_51	profile	51	LxxHP	30.0	http://neksa.net/EF/profile/51.html	binding_heme; PDOC00170; PS00191; 1				
profile_53	profile	53	FxxxWCxxCxxxxP	30.0	http://neksa.net/EF/profile/53.html	catalytic_other; PDOC00173; PS00195; 1				
profile_54	profile	54	CxxGxCGxCxxxxxxG	30.0	http://neksa.net/EF/profile/54.html	binding_FeS; PDOC00175; PS00197; 1				
profile_55	profile	55	CxxCxxCxxxCP	30.0	http://neksa.net/EF/profile/55.html	binding_FeS; PDOC00176; PS00198; 1				
profile_56	profile	56	DxxLxDFLExxxLxxQVxxI	30.0	http://neksa.net/EF/profile/56.html	binding_Fe_Cu; PDOC00181; PS00204; 1				
profile_57	profile	57	LSGGxxxRxxxA	30.0	http://neksa.net/EF/profile/57.html	ABC; PDOC00185; PS00211; 1				
profile_58	profile	58	GKxxLxxxENFDEYLKxxGVG	30.0	http://neksa.net/EF/profile/58.html	binding_lipids; PDOC00188; PS00214; 1				
profile_59	profile	59	RTGIPFGGMxxDxKxxYRHYISDFTD	30.0	http://neksa.net/EF/profile/59.html	binding_ions; PDOC00192; PS00219; 1				
profile_60	profile	60	KxxxxxxxxxYETFxK	30.0	http://neksa.net/EF/profile/60.html	binding_ions; PDOC00192; PS00220; 1				
profile_61	profile	61	PIxFxGxGExxxDL	30.0	http://neksa.net/EF/profile/61.html	GTP_GDP_GMP; PDOC00272; PS00300; 1				
profile_62	profile	62	DxxxxERxRGITI	30.0	http://neksa.net/EF/profile/62.html	GTP_GDP_GMP; PDOC00273; PS00301; 1				
profile_63	profile	63	DxxxxGxxxxxE	30.0	http://neksa.net/EF/profile/63.html	binding_Ca_Zn; PDOC00275; PS00303; 1				
profile_64	profile	64	GxDxLxGxxGxDxLxGxxGxD	30.0	http://neksa.net/EF/profile/64.html	binding_Ca_Zn; PDOC00293; PS00330; 1				
profile_65	profile	65	GTxxxSxxTGNAGxRLACGxxxTSxxxxxN	30.0	http://neksa.net/EF/profile/65.html	binding_Fe_Cu; PDOC00082; PS00332; 1				
profile_66	profile	66	EGxxxKxxxxxYxxxxRxxxWxKxK	30.0	http://neksa.net/EF/profile/66.html	ATP; PDOC00295; PS00333; 1				
profile_67	profile	67	SxxxxxELGSxSxTxxxxxA	30.0	http://neksa.net/EF/profile/67.html	catalytic_other; PDOC00134; PS00336; 1				
profile_68	profile	68	RxxPxSTFKxxxxxxA	30.0	http://neksa.net/EF/profile/68.html	catalytic_other; PDOC00134; PS00337; 1				
profile_69	profile	69	AYTWFNLQARKRKYFKKHEKRMSKDEERAV	30.0	http://neksa.net/EF/profile/69.html	binding_nucleo; PDOC00361; PS00349; 1				
profile_70	profile	70	PNENVQVTEISKKCSEKWKTMVDDEKRRFY	30.0	http://neksa.net/EF/profile/70.html	binding_nucleo; PDOC00305; PS00353; 1				
profile_71	profile	71	KxxxQLxxxxKRxRGRPRK	30.0	http://neksa.net/EF/profile/71.html	binding_nucleo; PDOC00306; PS00354; 1				
profile_72	profile	72	GCPxxCxxxxxxDxGxxG	30.0	http://neksa.net/EF/profile/72.html	binding_FeS; PDOC00314; PS00365; 1				
profile_73	profile	73	GxxTxxGGxxSHxAIxxRxxGxPxxVG	30.0	http://neksa.net/EF/profile/73.html	binding_other; PDOC00527; PS00370; 1				
profile_74	profile	74	GxxxxxxxxxxDxG	30.0	http://neksa.net/EF/profile/74.html	catalytic_on_nucleo; PDOC00319; PS00373; 1				
profile_75	profile	75	NxxxxxxPCHRV	30.0	http://neksa.net/EF/profile/75.html	catalytic_on_nucleo; PDOC00320; PS00374; 1				
profile_76	profile	76	GAGDQGxMxGYAxDETxxxxP	30.0	http://neksa.net/EF/profile/76.html	SAM; PDOC00369; PS00376; 1				
profile_77	profile	77	VDTxxxxxxxGGGxFSGKxxxxxDR	30.0	http://neksa.net/EF/profile/77.html	SAM; PDOC00369; PS00377; 1				
profile_78	profile	78	MKxxxxDVSTVCxGLAASMGAFLLxxGxKG	30.0	http://neksa.net/EF/profile/78.html	catalytic_on_peptides; PDOC00358; PS00381; 1				
profile_79	profile	79	RxxxPNxxxMIHQ	30.0	http://neksa.net/EF/profile/79.html	catalytic_on_peptides; PDOC00358; PS00382; 1				
profile_80	profile	80	FYTCSDRYNPGxLLxHKWENCMTLDKxSWG	30.0	http://neksa.net/EF/profile/80.html	catalytic_on_sugar; PDOC00324; PS00385; 1				
profile_82	profile	82	DxxxxGGxxxxxxxxxxD	30.0	http://neksa.net/EF/profile/82.html	ATPASE_GTPASE; PDOC00327; PS00389; 1				
profile_83	profile	83	FxWNPxxxxxLGRTxxSWxxIxL	30.0	http://neksa.net/EF/profile/83.html	ATPASE_GTPASE; PDOC00328; PS00390; 1				
profile_84	profile	84	KxCxFxxxxLxxCS	30.0	http://neksa.net/EF/profile/84.html	ATPASE_GTPASE; PDOC00328; PS00391; 1				
profile_85	profile	85	QExMLGYSDSxKDxGxxxSxW	30.0	http://neksa.net/EF/profile/85.html	catalytic_other; PDOC00330; PS00393; 1				
profile_86	profile	86	TGxxCxxxxxxxxxxxxxxxDSxxxS	30.0	http://neksa.net/EF/profile/86.html	catalytic_on_nucleo; PDOC00333; PS00396; 1				
profile_87	profile	87	GLxAxxxxRxGHA	30.0	http://neksa.net/EF/profile/87.html	ATP; PDOC00335; PS00399; 1				
profile_88	profile	88	IPKFxxxxKxxxGxKxTIxQSxxGSxxQ	30.0	http://neksa.net/EF/profile/88.html	binding_phosphate; PDOC00337; PS00401; 1				
profile_89	profile	89	LPxxFKHxNFxSFVRQLNxYGFRKV	30.0	http://neksa.net/EF/profile/89.html	binding_nucleo; PDOC00381; PS00434; 1				
profile_90	profile	90	FxxxxxxxxxxVxLxGxHxxG	30.0	http://neksa.net/EF/profile/90.html	binding_heme; PDOC00394; PS00435; 1				
profile_91	profile	91	RxxxH	30.0	http://neksa.net/EF/profile/91.html	binding_heme; PDOC00394; PS00436; 1				
profile_92	profile	92	LxxRLxxNxxxG	30.0	http://neksa.net/EF/profile/92.html	ATPASE_GTPASE; PDOC00420; PS00449; 1				
profile_93	profile	93	YTSGxTGxPKGVxxxH	30.0	http://neksa.net/EF/profile/93.html	AMP; PDOC00427; PS00455; 1				
profile_94	profile	94	RxxxxxxxxxNxxHGSDSxxxAxREIxxxF	30.0	http://neksa.net/EF/profile/94.html	catalytic_on_nucleo; PDOC00409; PS00469; 1				
profile_95	profile	95	GEGYHNxHHxFPxD	30.0	http://neksa.net/EF/profile/95.html	catalytic_on_lipids; PDOC00399; PS00476; 1				
profile_96	profile	96	GDxSKVSxxxxxxxDxNxxxxTxYGE	30.0	http://neksa.net/EF/profile/96.html	catalytic_on_nucleo; PDOC00419; PS00485; 1				
profile_97	profile	97	KVGxGxGSxCITxxxxxxG	30.0	http://neksa.net/EF/profile/97.html	GTP_GDP_GMP; PDOC00391; PS00487; 1				
profile_98	profile	98	GxxGASGDLxPLSH	30.0	http://neksa.net/EF/profile/98.html	catalytic_on_peptides; PDOC00424; PS00488; 1				
profile_99	profile	99	DxxxxxTAxxADxxLPxxxxxE	30.0	http://neksa.net/EF/profile/99.html	catalytic_other; PDOC00392; PS00490; 1				
profile_100	profile	100	NxxxxxxxCxxGHGISxGSxG	30.0	http://neksa.net/EF/profile/100.html	catalytic_on_sugar; PDOC00415; PS00502; 1				
profile_101	profile	101	TxxxSxxxVxRSHSVAAQGGxxA	30.0	http://neksa.net/EF/profile/101.html	FAD; PDOC00393; PS00504; 1				
profile_102	profile	102	GxKxYxxxAxPSxCGKTxxAM	30.0	http://neksa.net/EF/profile/102.html	GTP_GDP_GMP; PDOC00421; PS00505; 1				
profile_103	profile	103	FLRFxxPAIxxP	30.0	http://neksa.net/EF/profile/103.html	ATPASE_GTPASE; PDOC00438; PS00509; 1				
profile_104	profile	104	RLEFLGDxxLxxxxxxxL	30.0	http://neksa.net/EF/profile/104.html	catalytic_on_nucleo; PDOC00448; PS00517; 1				
profile_105	profile	105	FTxHGLWP	30.0	http://neksa.net/EF/profile/105.html	catalytic_on_nucleo; PDOC00459; PS00530; 1				
profile_106	profile	106	FWxHEWxKHGxC	30.0	http://neksa.net/EF/profile/106.html	catalytic_on_nucleo; PDOC00459; PS00531; 1				
profile_107	profile	107	DxxxYxxxxxxxxxxxxxxxxxxxxCV	30.0	http://neksa.net/EF/profile/107.html	ATP; PDOC00460; PS00532; 1				
profile_108	profile	108	ITxxRWxxVH	30.0	http://neksa.net/EF/profile/108.html	binding_heme; PDOC00464; PS00537; 1				
profile_109	profile	109	EEREHAExLxxxQNxRGG	30.0	http://neksa.net/EF/profile/109.html	binding_Fe_Cu; PDOC00181; PS00540; 1				
profile_110	profile	110	TxxNxTNHSYFNL	30.0	http://neksa.net/EF/profile/110.html	catalytic_on_aldol_aldehyde; PDOC00471; PS00545; 1				
profile_111	profile	111	QCWVFAxVxxTxxR	30.0	http://neksa.net/EF/profile/111.html	catalytic_on_peptides; PDOC00473; PS00547; 1				
profile_112	profile	112	FxMxxxxxExxSPVKYLxxxL	30.0	http://neksa.net/EF/profile/112.html	binding_Fe_Cu; PDOC00475; PS00549; 1				
profile_113	profile	113	CxxCGxGC	30.0	http://neksa.net/EF/profile/113.html	catalytic_other; PDOC00392; PS00551; 1				
profile_114	profile	114	AxxxGxxGIxxSNHGGRQLDxxxxxxxxL	30.0	http://neksa.net/EF/profile/114.html	catalytic_other; PDOC00482; PS00557; 1				
profile_115	profile	115	LxxxxxxxAxHxVPxxxP	30.0	http://neksa.net/EF/profile/115.html	Serine_protease; PDOC00122; PS00560; 1				
profile_116	profile	116	WNxxxxPGxxxxxG	30.0	http://neksa.net/EF/profile/116.html	catalytic_on_sugar; PDOC00485; PS00561; 1				
profile_117	profile	117	QCGGxGxxGxTxCxxGxxCxxxNxxYSQC	30.0	http://neksa.net/EF/profile/117.html	catalytic_on_sugar; PDOC00486; PS00562; 1				
profile_118	profile	118	CxxCDxxxxxxxxxxVIGG	30.0	http://neksa.net/EF/profile/118.html	catalytic_on_nucleo; PDOC00496; PS00573; 1				
profile_120	profile	120	IxDxxxxxxLVAHxYxRYLGDLSGGQV	30.0	http://neksa.net/EF/profile/120.html	binding_heme; PDOC00512; PS00593; 1				
profile_121	profile	121	PxxLHxDH	30.0	http://neksa.net/EF/profile/121.html	catalytic_on_sugar; PDOC00523; PS00602; 1				
profile_122	profile	122	VARxPxLxxxLxxxxxxxxA	30.0	http://neksa.net/EF/profile/122.html	ATPASE_GTPASE; PDOC00526; PS00605; 1				
profile_123	profile	123	GPxxxxDTACSSSLxA	30.0	http://neksa.net/EF/profile/123.html	catalytic_on_lipids; PDOC00529; PS00606; 1				
profile_124	profile	124	THxHxDH	30.0	http://neksa.net/EF/profile/124.html	cAMP; PDOC00530; PS00607; 1				
profile_125	profile	125	PxxxGLGSSA	30.0	http://neksa.net/EF/profile/125.html	ATP; PDOC00545; PS00627; 1				
profile_126	profile	126	PxxSGRxxxxxGGTxD	30.0	http://neksa.net/EF/profile/126.html	catalytic_on_nucleo; PDOC00557; PS00647; 1				
profile_127	profile	127	VxGxxSATGVVVGKNTxLTNKHIxKxxxGD	30.0	http://neksa.net/EF/profile/127.html	Serine_protease; PDOC00571; PS00672; 1				
profile_128	profile	128	GxxxxxxxxTxxGxSGSPVL	30.0	http://neksa.net/EF/profile/128.html	Serine_protease; PDOC00571; PS00673; 1				
profile_129	profile	129	LELGGK	30.0	http://neksa.net/EF/profile/129.html	catalytic_on_aldol_aldehyde; PDOC00068; PS00687; 1				
profile_130	profile	130	DEAH	30.0	http://neksa.net/EF/profile/130.html	binding_nucleo; PDOC00039; PS00690; 1				
profile_131	profile	131	ExKxDGxRxQxH	30.0	http://neksa.net/EF/profile/131.html	ATP; PDOC00295; PS00697; 1				
